month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,ctr,cpc,cr,roi
June,6,camp 1,Medium,300 x 250,CNBC,24436,10.1765,158,16.9665,36,945.3057,0.65,0.06,22.78,66.72
June,6,camp 1,Low,580 x 400,CNBC,189,0.0712,2,0.2147,0,0.0,1.06,0.04,0.0,201.54
June,6,camp 1,Medium,580 x 400,CNBC,2683,2.0192,37,3.9734,4,212.8768,1.38,0.05,10.81,96.78
June,6,camp 1,High,670 x 90,Buzzfeed,13211,11.684,62,6.0,52,1585.1052,0.47,0.19,83.87,-48.65
June,6,camp 1,High,670 x 90,CNBC,16215,10.9275,64,6.0,59,2277.565,0.39,0.17,92.19,-45.09
June,6,camp 1,Low,670 x 90,Morning Brew,63,0.0065,2,0.2147,0,0.0,3.17,0.0,0.0,3203.08
June,6,camp 1,Medium,670 x 90,Morning Brew,486,0.2035,2,0.2151,0,0.0,0.41,0.1,0.0,5.7
June,6,camp 1,Medium,670 x 90,CNBC,1358,0.385,3,0.3221,0,0.0,0.22,0.13,0.0,-16.34
June,6,camp 1,High,728 x 90,Morning Brew,54074,21.8438,135,14.0,80,4401.9635,0.25,0.16,59.26,-35.91
June,6,camp 1,High,728 x 90,Buzzfeed,142860,232.9632,1445,155.0,1117,55319.8348,1.01,0.16,77.3,-33.47
June,6,camp 1,High,728 x 90,Forbes,21172,7.7539,71,7.0,21,884.0143,0.34,0.11,29.58,-9.72
June,6,camp 1,High,728 x 90,CNBC,180949,99.7965,572,61.0,491,23003.3079,0.32,0.17,85.84,-38.88
June,6,camp 1,Low,728 x 90,Buzzfeed,239,0.3419,8,0.8593,0,0.0,3.35,0.04,0.0,151.33
June,6,camp 1,Low,728 x 90,Forbes,147,0.0513,1,0.1073,0,0.0,0.68,0.05,0.0,109.16
June,6,camp 1,Low,728 x 90,CNBC,1983,0.2659,9,0.9663,0,0.0,0.45,0.03,0.0,263.41
June,6,camp 1,Medium,728 x 90,Morning Brew,5246,1.4016,29,3.1136,2,362.6588,0.55,0.05,6.9,122.15
June,6,camp 1,Medium,728 x 90,Buzzfeed,7965,12.4124,164,17.6086,11,783.7052,2.06,0.08,6.71,41.86
June,6,camp 1,Medium,728 x 90,Forbes,1945,0.6932,9,0.9663,2,62.2728,0.46,0.08,22.22,39.4
June,6,camp 1,Medium,728 x 90,CNBC,19922,6.0495,92,9.8782,6,298.7623,0.46,0.07,6.52,63.29
June,6,camp 3,High,160 x 600,Morning Brew,1568,0.2152,1,0.0536,0,0.0,0.06,0.22,0.0,-75.09
June,6,camp 3,High,160 x 600,Buzzfeed,36,0.0601,1,0.0536,1,69.1309,2.78,0.06,100.0,-10.82
June,6,camp 3,High,160 x 600,CNBC,20939,5.475,49,2.6322,4,675.4102,0.23,0.11,8.16,-51.92
June,6,camp 3,Low,160 x 600,Morning Brew,4971,0.1852,13,0.6978,0,0.0,0.26,0.01,0.0,276.78
June,6,camp 3,Low,160 x 600,CNBC,36747,1.8644,103,5.5302,0,0.0,0.28,0.02,0.0,196.62
June,6,camp 3,Medium,160 x 600,Morning Brew,7850,0.4578,36,1.9326,1,84.0415,0.46,0.01,2.78,322.15
June,6,camp 3,Medium,160 x 600,CNBC,72926,6.3129,374,20.078,3,170.3818,0.51,0.02,0.8,218.05
June,6,camp 3,High,240 x 400,Morning Brew,2361,0.5057,7,0.3757,0,0.0,0.3,0.07,0.0,-25.71
June,6,camp 3,High,240 x 400,Buzzfeed,11597,12.7398,118,6.3353,14,1938.7059,1.02,0.11,11.86,-50.27
June,6,camp 3,High,240 x 400,Forbes,5273,2.7798,34,1.8252,1,511.6707,0.64,0.08,2.94,-34.34
June,6,camp 3,High,240 x 400,CNBC,18767,6.6703,32,1.7178,6,119.7141,0.17,0.21,18.75,-74.25
June,6,camp 3,Low,240 x 400,Morning Brew,1936,0.2465,6,0.3223,0,0.0,0.31,0.04,0.0,30.75
June,6,camp 3,Low,240 x 400,Buzzfeed,2766,2.7266,28,1.5031,0,0.0,1.01,0.1,0.0,-44.87
June,6,camp 3,Low,240 x 400,Forbes,381,0.226,5,0.2684,0,0.0,1.31,0.05,0.0,18.76
June,6,camp 3,Low,240 x 400,CNBC,21123,0.9871,51,2.7378,0,0.0,0.24,0.02,0.0,177.36
June,6,camp 3,Medium,240 x 400,Morning Brew,6345,0.9028,52,2.7915,0,0.0,0.82,0.02,0.0,209.2
June,6,camp 3,Medium,240 x 400,Buzzfeed,14712,14.9966,314,16.8568,2,388.6468,2.13,0.05,0.64,12.4
June,6,camp 3,Medium,240 x 400,Forbes,3180,1.7848,38,2.0401,0,0.0,1.19,0.05,0.0,14.3
June,6,camp 3,Medium,240 x 400,CNBC,51036,4.264,194,10.4155,2,477.9321,0.38,0.02,1.03,144.27
June,6,camp 3,High,300 x 250,Morning Brew,3370,0.9868,8,0.4294,1,125.6998,0.24,0.12,12.5,-56.49
June,6,camp 3,High,300 x 250,Buzzfeed,2413,2.2638,15,0.8052,0,0.0,0.62,0.15,0.0,-64.43
June,6,camp 3,High,300 x 250,CNBC,46920,13.3831,118,6.3352,20,1536.1598,0.25,0.11,16.95,-52.66
June,6,camp 3,Low,300 x 250,Morning Brew,4245,0.3852,5,0.2684,0,0.0,0.12,0.08,0.0,-30.32
June,6,camp 3,Low,300 x 250,Buzzfeed,627,0.5193,7,0.3757,0,0.0,1.12,0.07,0.0,-27.65
June,6,camp 3,Low,300 x 250,CNBC,70788,2.9509,98,5.2679,0,0.0,0.14,0.03,0.0,78.52
June,6,camp 3,Medium,300 x 250,Morning Brew,8167,1.2586,39,2.0943,2,81.1421,0.48,0.03,5.13,66.4
June,6,camp 3,Medium,300 x 250,Buzzfeed,3041,2.7543,64,3.4359,0,0.0,2.1,0.04,0.0,24.75
June,6,camp 3,Medium,300 x 250,CNBC,139691,11.0075,441,23.6771,1,6.6843,0.32,0.02,0.23,115.1
June,6,camp 3,High,580 x 400,CNBC,7240,4.0939,49,2.6307,1,166.97,0.68,0.08,2.04,-35.74
June,6,camp 3,Low,580 x 400,CNBC,6076,0.5915,37,1.9862,0,0.0,0.61,0.02,0.0,235.79
June,6,camp 3,Medium,580 x 400,CNBC,17187,3.1746,281,15.0857,0,0.0,1.63,0.01,0.0,375.2
June,6,camp 3,High,670 x 90,Morning Brew,798,0.198,4,0.2147,0,0.0,0.5,0.05,0.0,8.43
June,6,camp 3,High,670 x 90,Forbes,43,0.029,1,0.0536,0,0.0,2.33,0.03,0.0,84.83
June,6,camp 3,High,670 x 90,CNBC,3128,0.7644,11,0.5905,1,10.6293,0.35,0.07,9.09,-22.75
June,6,camp 3,Low,670 x 90,Morning Brew,4860,0.1665,21,1.1273,0,0.0,0.43,0.01,0.0,577.06
June,6,camp 3,Low,670 x 90,Buzzfeed,293,0.1252,2,0.1073,0,0.0,0.68,0.06,0.0,-14.3
June,6,camp 3,Low,670 x 90,CNBC,3178,0.1102,4,0.2147,0,0.0,0.13,0.03,0.0,94.83
June,6,camp 3,Medium,670 x 90,Morning Brew,6489,0.4043,24,1.2884,0,0.0,0.37,0.02,0.0,218.67
June,6,camp 3,Medium,670 x 90,CNBC,8228,0.5413,33,1.7715,0,0.0,0.4,0.02,0.0,227.27
June,6,camp 3,High,728 x 90,Morning Brew,7041,1.5139,12,0.6442,1,19.997,0.17,0.13,8.33,-57.45
June,6,camp 3,High,728 x 90,Buzzfeed,2996,4.3942,23,1.2349,2,178.3156,0.77,0.19,8.7,-71.9
June,6,camp 3,High,728 x 90,Forbes,2850,1.0362,1,0.0536,0,0.0,0.04,1.04,0.0,-94.83
June,6,camp 3,High,728 x 90,CNBC,35412,8.3163,89,4.778,10,1031.7786,0.25,0.09,11.24,-42.55
June,6,camp 3,Low,728 x 90,Morning Brew,6290,0.6055,17,0.9126,0,0.0,0.27,0.04,0.0,50.72
June,6,camp 3,Low,728 x 90,Buzzfeed,713,0.8906,11,0.5907,0,0.0,1.54,0.08,0.0,-33.67
June,6,camp 3,Low,728 x 90,Forbes,193,0.0544,1,0.0536,0,0.0,0.52,0.05,0.0,-1.47
June,6,camp 3,Low,728 x 90,CNBC,63382,1.9696,120,6.442,1,85.0883,0.19,0.02,0.83,227.07
June,6,camp 3,Medium,728 x 90,Morning Brew,18758,2.2289,57,3.0604,0,0.0,0.3,0.04,0.0,37.31
June,6,camp 3,Medium,728 x 90,Buzzfeed,2822,3.6538,69,3.7046,4,222.344,2.45,0.05,5.8,1.39
June,6,camp 3,Medium,728 x 90,Forbes,1579,0.5063,14,0.7515,0,0.0,0.89,0.04,0.0,48.43
June,6,camp 3,Medium,728 x 90,CNBC,118919,6.6391,320,17.1798,5,278.8236,0.27,0.02,1.56,158.77
June,7,camp 1,High,160 x 600,Buzzfeed,4416,10.5719,39,4.0,11,365.993,0.88,0.27,28.21,-62.16
June,7,camp 1,High,160 x 600,CNBC,98046,80.1078,477,51.0,427,18148.1146,0.49,0.17,89.52,-36.34
June,7,camp 1,Low,160 x 600,Buzzfeed,9,0.0171,1,0.1078,0,0.0,11.11,0.02,0.0,530.41
June,7,camp 1,Low,160 x 600,CNBC,920,0.2274,6,0.6469,0,0.0,0.65,0.04,0.0,184.48
June,7,camp 1,Medium,160 x 600,Morning Brew,991,0.1683,4,0.4312,1,22.0494,0.4,0.04,25.0,156.21
June,7,camp 1,Medium,160 x 600,CNBC,10014,3.9615,82,8.8413,13,381.7819,0.82,0.05,15.85,123.18
June,7,camp 1,High,240 x 400,Morning Brew,9609,4.033,32,3.0,19,1375.0791,0.33,0.13,59.38,-25.61
June,7,camp 1,High,240 x 400,Buzzfeed,195547,235.6431,2738,295.0,1974,86911.3452,1.4,0.09,72.1,25.19
June,7,camp 1,High,240 x 400,Forbes,24128,12.8623,137,14.0,128,5221.9068,0.57,0.09,93.43,8.85
June,7,camp 1,Low,240 x 400,Morning Brew,78,0.0117,2,0.2156,0,0.0,2.56,0.01,0.0,1742.74
June,7,camp 1,Low,240 x 400,Buzzfeed,565,0.6299,16,1.7251,2,196.8278,2.83,0.04,12.5,173.87
June,7,camp 1,Low,240 x 400,Forbes,100,0.0544,1,0.1078,0,0.0,1.0,0.05,0.0,98.16
June,7,camp 1,Low,240 x 400,CNBC,403,0.124,1,0.1078,0,0.0,0.25,0.12,0.0,-13.06
June,7,camp 1,Medium,240 x 400,Morning Brew,939,0.2423,8,0.8625,1,27.3866,0.85,0.03,12.5,255.96
June,7,camp 1,Medium,240 x 400,Buzzfeed,11798,13.5933,422,45.5013,43,1761.2354,3.58,0.03,10.19,234.73
June,7,camp 1,Medium,240 x 400,Forbes,1645,0.886,17,1.8329,4,386.1756,1.03,0.05,23.53,106.87
June,7,camp 1,Medium,240 x 400,CNBC,4788,3.0196,30,3.2353,7,450.0506,0.63,0.1,23.33,7.14
June,7,camp 1,High,300 x 250,NYT,730,0.4121,1,0.0,0,0.0,0.14,0.41,0.0,-100.0
June,7,camp 1,High,300 x 250,Buzzfeed,32246,32.1881,250,27.0,171,7684.0208,0.78,0.13,68.4,-16.12
June,7,camp 1,High,300 x 250,Forbes,2936,1.6915,7,0.0,6,247.0996,0.24,0.24,85.71,-100.0
June,7,camp 1,Low,300 x 250,Morning Brew,124,0.0237,1,0.1078,0,0.0,0.81,0.02,0.0,354.85
June,7,camp 1,Low,300 x 250,Buzzfeed,119,0.1154,3,0.3234,0,0.0,2.52,0.04,0.0,180.24
June,7,camp 1,Low,300 x 250,CNBC,1450,0.2893,11,1.186,2,68.8843,0.76,0.03,18.18,309.96
June,7,camp 1,Medium,300 x 250,Morning Brew,1765,0.705,6,0.6469,0,0.0,0.34,0.12,0.0,-8.24
June,7,camp 1,Medium,300 x 250,Buzzfeed,1667,1.5976,42,4.5292,7,602.5326,2.52,0.04,16.67,183.5
June,7,camp 1,Medium,300 x 250,Forbes,184,0.116,1,0.1078,0,0.0,0.54,0.12,0.0,-7.07
June,7,camp 1,Medium,300 x 250,CNBC,17085,7.2121,105,11.3226,16,1484.6838,0.61,0.07,15.24,56.99
June,7,camp 1,High,468 x 60,Morning Brew,715,0.1816,1,0.0,0,0.0,0.14,0.18,0.0,-100.0
June,7,camp 1,High,580 x 400,CNBC,24034,33.0858,197,21.0,197,10865.6859,0.82,0.17,100.0,-36.53
June,7,camp 1,Low,580 x 400,CNBC,158,0.0475,1,0.1078,1,23.1007,0.63,0.05,100.0,126.95
June,7,camp 1,Medium,580 x 400,CNBC,2139,1.8913,54,5.8237,9,532.7133,2.52,0.04,16.67,207.92
June,7,camp 1,High,670 x 90,Morning Brew,3330,1.9538,16,1.0,9,518.3107,0.48,0.12,56.25,-48.82
June,7,camp 1,High,670 x 90,Buzzfeed,9367,8.4721,38,4.0,31,1657.7762,0.41,0.22,81.58,-52.79
June,7,camp 1,High,670 x 90,Forbes,250,0.1827,1,0.0,0,0.0,0.4,0.18,0.0,-100.0
June,7,camp 1,High,670 x 90,CNBC,12711,8.4944,40,4.0,21,796.3395,0.31,0.21,52.5,-52.91
June,7,camp 1,Medium,670 x 90,Morning Brew,359,0.1433,1,0.1078,0,0.0,0.28,0.14,0.0,-24.77
June,7,camp 1,Medium,670 x 90,Buzzfeed,513,0.4346,4,0.4312,1,124.3719,0.78,0.11,25.0,-0.78
June,7,camp 1,Medium,670 x 90,CNBC,1069,0.3881,16,1.7251,4,603.5839,1.5,0.02,25.0,344.5
June,7,camp 1,High,728 x 90,NYT,2664,1.4566,13,1.0,6,218.3517,0.49,0.11,46.15,-31.35
June,7,camp 1,High,728 x 90,Forbes,14411,5.3534,38,4.0,24,1411.7994,0.26,0.14,63.16,-25.28
June,7,camp 1,High,728 x 90,CNBC,134947,73.6068,376,40.0,370,13349.8031,0.28,0.2,98.4,-45.66
June,7,camp 1,Low,728 x 90,Morning Brew,309,0.045,3,0.3234,0,0.0,0.97,0.02,0.0,618.67
June,7,camp 1,Low,728 x 90,Buzzfeed,137,0.2247,1,0.1078,0,0.0,0.73,0.22,0.0,-52.02
June,7,camp 1,Low,728 x 90,Forbes,78,0.0262,1,0.1078,0,0.0,1.28,0.03,0.0,311.45
June,7,camp 1,Low,728 x 90,CNBC,1151,0.153,2,0.2156,0,0.0,0.17,0.08,0.0,40.92
June,7,camp 1,Medium,728 x 90,NYT,213,0.1148,5,0.5391,0,0.0,2.35,0.02,0.0,369.6
June,7,camp 1,Medium,728 x 90,Morning Brew,4191,1.0074,12,1.2952,2,184.7654,0.29,0.08,16.67,28.57
June,7,camp 1,Medium,728 x 90,Buzzfeed,5451,9.2445,142,15.3152,5,124.3417,2.61,0.07,3.52,65.67
June,7,camp 1,Medium,728 x 90,Forbes,1387,0.4922,17,1.8329,0,0.0,1.23,0.03,0.0,272.39
June,7,camp 1,Medium,728 x 90,CNBC,13402,3.8103,68,7.3318,6,377.0512,0.51,0.06,8.82,92.42
June,7,camp 3,High,160 x 600,Morning Brew,1330,0.2191,3,0.1617,0,0.0,0.23,0.07,0.0,-26.2
June,7,camp 3,High,160 x 600,CNBC,16584,4.4005,54,2.9122,2,119.5231,0.33,0.08,3.7,-33.82
June,7,camp 3,Low,160 x 600,Morning Brew,4697,0.1888,6,0.3234,0,0.0,0.13,0.03,0.0,71.29
June,7,camp 3,Low,160 x 600,CNBC,31054,1.7239,91,4.9072,0,0.0,0.29,0.02,0.0,184.66
June,7,camp 3,Medium,160 x 600,Morning Brew,7555,0.5099,28,1.5094,0,0.0,0.37,0.02,0.0,196.02
June,7,camp 3,Medium,160 x 600,CNBC,59356,5.5912,309,16.6615,1,399.932,0.52,0.02,0.32,198.0
June,7,camp 3,High,240 x 400,Morning Brew,1999,0.4566,3,0.1617,1,53.8567,0.15,0.15,33.33,-64.59
June,7,camp 3,High,240 x 400,Buzzfeed,8445,9.6657,84,4.5292,8,540.9031,0.99,0.12,9.52,-53.14
June,7,camp 3,High,240 x 400,Forbes,3857,2.0552,8,0.4312,1,55.5819,0.21,0.26,12.5,-79.02
June,7,camp 3,High,240 x 400,CNBC,14248,5.4339,33,1.7806,6,329.0395,0.23,0.16,18.18,-67.23
June,7,camp 3,Low,240 x 400,Morning Brew,2203,0.2945,7,0.3777,0,0.0,0.32,0.04,0.0,28.25
June,7,camp 3,Low,240 x 400,Buzzfeed,2765,2.7357,26,1.4016,0,0.0,0.94,0.11,0.0,-48.77
June,7,camp 3,Low,240 x 400,Forbes,438,0.2456,3,0.1617,0,0.0,0.68,0.08,0.0,-34.16
June,7,camp 3,Low,240 x 400,CNBC,17721,0.9759,19,1.0243,0,0.0,0.11,0.05,0.0,4.96
June,7,camp 3,Medium,240 x 400,Morning Brew,6178,0.8993,21,1.1321,0,0.0,0.34,0.04,0.0,25.89
June,7,camp 3,Medium,240 x 400,Buzzfeed,13845,14.5052,311,16.7676,0,0.0,2.25,0.05,0.0,15.6
June,7,camp 3,Medium,240 x 400,Forbes,2963,1.6524,51,2.7505,0,0.0,1.72,0.03,0.0,66.45
June,7,camp 3,Medium,240 x 400,CNBC,41475,3.8116,147,7.9259,0,0.0,0.35,0.03,0.0,107.94
June,7,camp 3,High,300 x 250,Morning Brew,2594,0.7272,5,0.2695,0,0.0,0.19,0.15,0.0,-62.94
June,7,camp 3,High,300 x 250,Buzzfeed,1851,1.8444,16,0.8625,1,7.6553,0.86,0.12,6.25,-53.24
June,7,camp 3,High,300 x 250,Forbes,281,0.1688,1,0.0539,0,0.0,0.36,0.17,0.0,-68.07
June,7,camp 3,High,300 x 250,CNBC,34427,10.0647,93,5.0145,7,359.2395,0.27,0.11,7.53,-50.18
June,7,camp 3,Low,300 x 250,Morning Brew,4163,0.4048,10,0.5391,0,0.0,0.24,0.04,0.0,33.18
June,7,camp 3,Low,300 x 250,Buzzfeed,649,0.5755,11,0.593,0,0.0,1.69,0.05,0.0,3.04
June,7,camp 3,Low,300 x 250,CNBC,53118,2.6032,114,6.1465,0,0.0,0.21,0.02,0.0,136.11
June,7,camp 3,Medium,300 x 250,NYT,168,0.0924,1,0.0539,0,0.0,0.6,0.09,0.0,-41.67
June,7,camp 3,Medium,300 x 250,Morning Brew,7643,1.2113,41,2.2103,0,0.0,0.54,0.03,0.0,82.47
June,7,camp 3,Medium,300 x 250,Buzzfeed,3237,3.1659,84,4.5295,0,0.0,2.59,0.04,0.0,43.07
June,7,camp 3,Medium,300 x 250,CNBC,109340,10.0063,403,21.7311,9,947.3667,0.37,0.02,2.23,117.17
June,7,camp 3,Low,468 x 60,Morning Brew,50,0.0034,2,0.1078,0,0.0,4.0,0.0,0.0,3070.59
June,7,camp 3,High,580 x 400,CNBC,5452,3.1572,41,2.2103,2,109.1826,0.75,0.08,4.88,-29.99
June,7,camp 3,Low,580 x 400,CNBC,5346,0.6116,35,1.8868,0,0.0,0.65,0.02,0.0,208.5
June,7,camp 3,Medium,580 x 400,CNBC,14732,2.9648,202,10.8917,1,20.8398,1.37,0.01,0.5,267.37
June,7,camp 3,High,670 x 90,Morning Brew,603,0.1532,2,0.1078,0,0.0,0.33,0.08,0.0,-29.63
June,7,camp 3,High,670 x 90,Buzzfeed,169,0.1177,1,0.0539,0,0.0,0.59,0.12,0.0,-54.21
June,7,camp 3,High,670 x 90,Forbes,52,0.0347,1,0.0539,0,0.0,1.92,0.03,0.0,55.33
June,7,camp 3,High,670 x 90,CNBC,2292,0.5798,4,0.2156,1,25.9849,0.17,0.14,25.0,-62.81
June,7,camp 3,Low,670 x 90,Morning Brew,4477,0.1672,12,0.6469,0,0.0,0.27,0.01,0.0,286.9
June,7,camp 3,Low,670 x 90,CNBC,3093,0.1232,1,0.0539,0,0.0,0.03,0.12,0.0,-56.25
June,7,camp 3,Medium,670 x 90,Morning Brew,5254,0.3654,19,1.0243,0,0.0,0.36,0.02,0.0,180.32
June,7,camp 3,Medium,670 x 90,Forbes,48,0.0263,2,0.1078,0,0.0,4.17,0.01,0.0,309.89
June,7,camp 3,Medium,670 x 90,CNBC,7381,0.5619,15,0.8086,0,0.0,0.2,0.04,0.0,43.9
June,7,camp 3,High,728 x 90,Morning Brew,5472,1.1207,6,0.3234,0,0.0,0.11,0.19,0.0,-71.14
June,7,camp 3,High,728 x 90,Buzzfeed,2069,3.2046,19,1.025,5,199.8908,0.92,0.17,26.32,-68.01
June,7,camp 3,High,728 x 90,Forbes,2159,0.7974,9,0.4851,0,0.0,0.42,0.09,0.0,-39.16
June,7,camp 3,High,728 x 90,CNBC,24919,5.6926,50,2.6958,8,509.9812,0.2,0.11,16.0,-52.64
June,7,camp 3,Low,728 x 90,NYT,439,0.2367,1,0.0539,0,0.0,0.23,0.24,0.0,-77.23
June,7,camp 3,Low,728 x 90,Morning Brew,6222,0.602,13,0.7011,0,0.0,0.21,0.05,0.0,16.46
June,7,camp 3,Low,728 x 90,Buzzfeed,635,0.8286,7,0.3773,0,0.0,1.1,0.12,0.0,-54.47
June,7,camp 3,Low,728 x 90,CNBC,47533,1.5641,76,4.0979,0,0.0,0.16,0.02,0.0,162.0
June,7,camp 3,Medium,728 x 90,NYT,737,0.3999,2,0.1078,0,0.0,0.27,0.2,0.0,-73.04
June,7,camp 3,Medium,728 x 90,Morning Brew,17057,2.0274,59,3.181,0,0.0,0.35,0.03,0.0,56.9
June,7,camp 3,Medium,728 x 90,Buzzfeed,2554,3.4707,61,3.2899,0,0.0,2.39,0.06,0.0,-5.21
June,7,camp 3,Medium,728 x 90,Forbes,1790,0.5602,18,0.9711,0,0.0,1.01,0.03,0.0,73.35
June,7,camp 3,Medium,728 x 90,CNBC,90489,5.4466,285,15.3648,2,91.502,0.31,0.02,0.7,182.1
June,8,camp 1,High,160 x 600,Morning Brew,10996,3.5418,32,3.0,24,1235.2464,0.29,0.11,75.0,-15.3
June,8,camp 1,High,160 x 600,Buzzfeed,4657,11.6696,43,4.0,39,1897.4072,0.92,0.27,90.7,-65.72
June,8,camp 1,High,160 x 600,CNBC,109252,89.8659,620,67.0,465,20727.3456,0.57,0.14,75.0,-25.44
June,8,camp 1,Low,160 x 600,CNBC,1148,0.2134,7,0.7614,2,618.2761,0.61,0.03,28.57,256.79
June,8,camp 1,Medium,160 x 600,Morning Brew,1429,0.2466,19,2.062,0,0.0,1.33,0.01,0.0,736.17
June,8,camp 1,Medium,160 x 600,Buzzfeed,241,0.5861,4,0.4341,0,0.0,1.66,0.15,0.0,-25.93
June,8,camp 1,Medium,160 x 600,CNBC,11870,5.1642,167,18.128,24,1024.6424,1.41,0.03,14.37,251.03
June,8,camp 1,High,240 x 400,Morning Brew,10315,4.7339,39,4.0,28,1258.7757,0.38,0.12,71.79,-15.5
June,8,camp 1,High,240 x 400,Buzzfeed,206848,253.166,3356,364.0,2025,97653.0109,1.62,0.08,60.34,43.78
June,8,camp 1,High,240 x 400,Forbes,19352,9.9458,102,11.0,67,3149.7348,0.53,0.1,65.69,10.6
June,8,camp 1,High,240 x 400,CNBC,64987,83.3337,362,39.0,336,16832.285,0.56,0.23,92.82,-53.2
June,8,camp 1,Low,240 x 400,Buzzfeed,624,0.701,15,1.6297,1,29.6333,2.4,0.05,6.67,132.48
June,8,camp 1,Medium,240 x 400,Morning Brew,1193,0.3964,10,1.0853,0,0.0,0.84,0.04,0.0,173.79
June,8,camp 1,Medium,240 x 400,Buzzfeed,12704,14.504,460,49.9344,99,3150.3199,3.62,0.03,21.52,244.28
June,8,camp 1,Medium,240 x 400,Forbes,1454,0.7347,31,3.3644,0,0.0,2.13,0.02,0.0,357.93
June,8,camp 1,Medium,240 x 400,CNBC,6049,4.1744,61,6.6203,6,412.3339,1.01,0.07,9.84,58.59
June,8,camp 1,High,300 x 250,Buzzfeed,34723,35.4381,304,33.0,248,11499.3881,0.88,0.12,81.58,-6.88
June,8,camp 1,High,300 x 250,Forbes,3209,1.7935,22,2.0,17,887.5856,0.69,0.08,77.27,11.51
June,8,camp 1,Low,300 x 250,Buzzfeed,85,0.0863,2,0.217,0,0.0,2.35,0.04,0.0,151.45
June,8,camp 1,Low,300 x 250,CNBC,1526,0.2758,4,0.4341,0,0.0,0.26,0.07,0.0,57.4
June,8,camp 1,Medium,300 x 250,Morning Brew,1926,0.8304,14,1.5211,0,0.0,0.73,0.06,0.0,83.18
June,8,camp 1,Medium,300 x 250,Buzzfeed,1753,1.7502,36,3.9105,1,208.3878,2.05,0.05,2.78,123.43
June,8,camp 1,Medium,300 x 250,Forbes,282,0.1596,2,0.217,2,71.128,0.71,0.08,100.0,35.96
June,8,camp 1,Medium,300 x 250,CNBC,19143,8.5414,124,13.4595,13,1148.4,0.65,0.07,10.48,57.58
June,8,camp 1,High,468 x 60,Morning Brew,766,0.282,2,0.0,2,19.6168,0.26,0.14,100.0,-100.0
June,8,camp 1,High,468 x 60,Buzzfeed,540,0.3073,3,0.0,2,89.1441,0.56,0.1,66.67,-100.0
June,8,camp 1,Low,580 x 400,CNBC,179,0.0694,2,0.217,0,0.0,1.12,0.03,0.0,212.68
June,8,camp 1,Medium,580 x 400,CNBC,2506,2.1523,42,4.56,5,170.7157,1.68,0.05,11.9,111.87
June,8,camp 1,High,670 x 90,Morning Brew,3335,2.445,19,2.0,4,72.2676,0.57,0.13,21.05,-18.2
June,8,camp 1,Medium,670 x 90,Morning Brew,339,0.1734,8,0.8682,1,20.3223,2.36,0.02,12.5,400.69
June,8,camp 1,Medium,670 x 90,Buzzfeed,587,0.5458,5,0.5426,2,62.5948,0.85,0.11,40.0,-0.59
June,8,camp 1,Medium,670 x 90,CNBC,1247,0.5474,5,0.5426,0,0.0,0.4,0.11,0.0,-0.88
June,8,camp 1,High,728 x 90,NYT,4185,2.3026,28,3.0,19,1158.8261,0.67,0.08,67.86,30.29
June,8,camp 1,High,728 x 90,Morning Brew,41576,17.3195,122,13.0,71,2286.0164,0.29,0.14,58.2,-24.94
June,8,camp 1,High,728 x 90,Buzzfeed,110449,196.2842,1244,135.0,931,42196.8841,1.13,0.16,74.84,-31.22
June,8,camp 1,High,728 x 90,Forbes,14060,5.4008,49,5.0,49,3587.7422,0.35,0.11,100.0,-7.42
June,8,camp 1,High,728 x 90,CNBC,151184,83.9488,486,52.0,378,16643.0981,0.32,0.17,77.78,-38.06
June,8,camp 1,Low,728 x 90,Morning Brew,460,0.0637,1,0.1085,0,0.0,0.22,0.06,0.0,70.33
June,8,camp 1,Low,728 x 90,Buzzfeed,174,0.2936,2,0.217,0,0.0,1.15,0.15,0.0,-26.09
June,8,camp 1,Low,728 x 90,CNBC,1508,0.2246,4,0.4341,1,17.4191,0.27,0.06,25.0,93.28
June,8,camp 1,Medium,728 x 90,Morning Brew,4747,1.3099,31,3.3696,9,737.0078,0.65,0.04,29.03,157.24
June,8,camp 1,Medium,728 x 90,Buzzfeed,6181,10.5769,132,14.3312,16,1953.2016,2.14,0.08,12.12,35.5
June,8,camp 1,Medium,728 x 90,Forbes,1505,0.552,16,1.7364,2,204.132,1.06,0.03,12.5,214.57
June,8,camp 1,Medium,728 x 90,CNBC,14994,4.5989,74,8.0329,11,782.1175,0.49,0.06,14.86,74.67
June,8,camp 3,High,160 x 600,Morning Brew,1347,0.2122,3,0.1627,0,0.0,0.22,0.07,0.0,-23.33
June,8,camp 3,High,160 x 600,Buzzfeed,13,0.0261,1,0.0542,0,0.0,7.69,0.03,0.0,107.66
June,8,camp 3,High,160 x 600,CNBC,14956,3.6499,60,3.2576,9,135.6677,0.4,0.06,15.0,-10.75
June,8,camp 3,Low,160 x 600,Morning Brew,4829,0.1686,7,0.3798,0,0.0,0.14,0.02,0.0,125.27
June,8,camp 3,Low,160 x 600,CNBC,25266,1.2513,80,4.3412,1,25.7216,0.32,0.02,1.25,246.94
June,8,camp 3,Medium,160 x 600,Morning Brew,7259,0.4379,34,1.845,2,80.0275,0.47,0.01,5.88,321.33
